Token;POS;n
untern;ADJA;1
untern;ADV;1
Unternahm;VVFIN;1
unternehmen;VVINF;1
Unternehmen;NN;1
unternehmungslustigen;ADJA;1
unternommen;VVPP;1
Unteroffiziers;NN;1
unterordnen;VVINF;1
Unterrath;NE;1
Unterredung;NN;1
unterrichte;VVFIN;1
Unterrichts;NN;1
Unterrichtsorgien;NN;1
Unterrichtung;NN;1
Unterröcke;NN;1
unters;ADJA;1
untersagt;VVPP;1
Unterscharführer;NN;1
unterschätzen;VVINF;1
Unterschätzen;NN;1
unterschätzte;VVFIN;1
unterscheidende;ADJA;1
unterscheidendes;ADJA;1
Unterscheidungen;NN;1
Unterschenkel;NN;1
unterschieben;VVINF;1
Unterschied;NN;1
unterschiedlichen;ADJA;1
unterschlagend;ADJD;1
unterschlug;VVFIN;1
unterschlupfsuchender;ADJA;1
unterschob;VVFIN;1
unterschwamm;VVFIN;1
Unterseebooten;NN;1
Untersekundaner;NN;1
untersetzt;VVFIN;1
untersetzter;ADJA;1
unterste;ADJA;1
unterstellt;VVPP;1
untersuchende;ADJA;1
untersuchten;VVFIN;1
untertänige;ADJA;1
Untertassen;NN;1
untertauchen;VVINF;1
Unterteil;NN;1
Untertitel;NN;1
unterwandernde;ADJA;1
unterwanderte;VVFIN;1
Unterwasserpflanzen;NN;1
unterweisend;ADJD;1
Unterweisung;NN;1
Unterweisungen;NN;1
unterwerfen;VVINF;1
Unterwürfigkeit;NN;1
unterzeichnet;VVPP;1
unterzutauchen;VVIZU;1
Untiefen;NN;1
Untier;NN;1
untröstlich;ADJD;1
untüchtige;ADJA;1
unüberhörbar;ADJD;1
unübersehbar;ADJD;1
unübersehbaren;ADJA;1
unübersichtlich;ADJD;1
unübersichtlichen;ADJA;1
unüberwindliche;ADJA;1
unverantwortlich;ADJD;1
unverbesserliche;ADJA;1
Unverbesserliche;NN;1
unverbindlichen;ADJA;1
unverbraucht;ADJD;1
unverfänglichere;ADJA;1
unverfroren;ADJD;1
unvergängliche;ADJA;1
unverjüngte;ADJA;1
unverkennbar;ADJD;1
unverletzt;ADJD;1
unvermittelt;ADJD;1
Unvermögen;NN;1
unverputzten;ADJA;1
unverrückbar;ADJD;1
Unverrückbar;ADJD;1
unverrückten;ADJA;1
unverschlossen;ADJD;1
unversehrten;ADJA;1
Unverstandensein;NN;1
unverwechselbar;ADJD;1
unverwelkten;ADJA;1
unverwüstlich;ADJD;1
unverwüstliche;ADJA;1
unverzeihlicher;ADJD;1
unvollständigen;ADJA;1
Unvorbereiteten;NN;1
unvorteilhaft;ADJD;1
unwegsamen;ADJA;1
unweigerlich;ADJD;1
unwillig;ADJD;1
Unwirsch;ADJD;1
unwirschem;ADJA;1
unwissender;ADJA;1
unwürdig;ADJD;1
unzeitgemäßem;ADJA;1
unzeitgemäßes;ADJA;1
unzerstörte;ADJA;1
unzulänglichen;ADJA;1
Unzulängliches;NN;1
up;NE;1
Uphagenweg;NN;1
üppige;ADJA;1
Üppigen;NN;1
Üppigkeit;NN;1
Uralt;ADJD;1
Uranus;NE;1
uraufgeführt;VVPP;1
Urbin;NE;1
urgemütliches;ADJA;1
Urgroßeltern;NN;1
Urgroßmutters;ADJA;1
urinierte;VVFIN;1
Urkunde;NN;1
urkundlich;ADJD;1
Urlaubstage;NN;1
Ursprung;NN;1
Urwald;NN;1
Urzellen;NN;1
us;NE;1
UT-Ware;NN;1
uxoris;NE;1
v’leicht;NN;1
V1;TRUNC;1
V2;NN;1
Vädient;NN;1
Valera;NE;1
Vanillenebel;NN;1
Vanillepudding;NN;1
väpetzen;VVINF;1
Variationen;NN;1
Varietés;NN;1
variiert;VVPP;1
variierte;VVFIN;1
varückt;ADJD;1
Väterchen;NN;1
Vaterland;NN;1
väterliche;ADJA;1
väterlicherseits;NE;1
väterliches;ADJA;1
Vaterstadt;NN;1
Vaterstolz;NN;1
Vaterundsohngeschichten;NN;1
Vaterunserprofil;NN;1
Vati;NE;1
vätrug;VVFIN;1
Vegetariern;NN;1
Vegetation;NN;1
Vehemenz;NN;1
Velazquez’;NE;1
Velours;NN;1
Velourshüten;NN;1
Venusberg;NE;1
Venusgürtel;NE;1
Venusjahr;NN;1
ver-;TRUNC;1
verabredeten;VVFIN;1
Verabredungsort;NN;1
verabscheue;VVFIN;1
verabscheut;VVPP;1
verabschieden;VVINF;1
verachtend;ADJD;1
verächtlich;ADJD;1
verändern;VVINF;1
veränderte;ADJA;1
veränderte;VVFIN;1
veranlagt;VVPP;1
veranlaßt;VVPP;1
veranstalten;VVFIN;1
Veranstaltung;NN;1
verantworten;VVINF;1
verantwortlich;ADJD;1
verantwortlichem;ADJA;1
verantwortungsbewußt;ADJD;1
verantwortungsvolle;ADJA;1
Verarbeitung;NN;1
verärgert;ADJD;1
verärgert;VVPP;1
verarmte;ADJA;1
verausgabter;ADJA;1
verbacken;VVPP;1
Verband;NN;1
verbannen;VVINF;1
verbarrikadieren;VVINF;1
verbaut;VVPP;1
verberge;VVFIN;1
verbergend;ADJD;1
verbergenden;ADJA;1
verbessern;VVINF;1
Verbesserungen;NN;1
verbeugte;VVFIN;1
Verbeugungen;NN;1
verbeulten;ADJA;1
verbieten;VVINF;1
verbindest;VVFIN;1
verbitternden;ADJA;1
verbittert;ADJD;1
verbittertes;ADJA;1
verblaßten;VVFIN;1
verbleiben;VVINF;1
verblieb;VVFIN;1
verblüfften;ADJA;1
verbluten;VVINF;1
verbogene;ADJA;1
verbogenes;ADJA;1
verborgene;ADJA;1
verborgenen;ADJA;1
Verbotene;NN;1
verbotenen;ADJA;1
Verbotsschilder;NN;1
verbracht;VVPP;1
verbrachte;VVFIN;1
verbrachten;VVFIN;1
verbranntem;ADJA;1
verbrauchen;VVFIN;1
verbrauchten;VVFIN;1
verbrecherischen;ADJA;1
verbreiten;VVINF;1
verbreitend;ADJD;1
verbreitenden;ADJA;1
verbreitet;VVFIN;1
verbreitet;VVPP;1
verbreitete;VVFIN;1
verbrennenswert;VVFIN;1
Verbrennung;NN;1
Verbrennungsöfen;NN;1
verbrieften;ADJA;1
verbrochen;VVPP;1
verbuddeln;VVFIN;1
verbuddeln;VVINF;1
verbuddelt;VVPP;1
verbünden;VVINF;1
verdächtiger;ADV;1
verdammen;VVINF;1
verdammenswerten;ADJA;1
verdammt;VVFIN;1
verdammte;ADJA;1
verdaulich;ADJD;1
verdecke;VVFIN;1
verdeckenden;ADJA;1
verdeckt;VVFIN;1
verdeckt;VVPP;1
verdeckte;VVPP;1
verdeckten;VVFIN;1
Verderber;NN;1
verderbliche;ADJA;1
verdeutlichte;VVFIN;1
verdienen;VVFIN;1
verdienender;ADJA;1
Verdiensten;NN;1
Verdienstmöglichkeiten;NN;1
Verdienstspanne;NN;1
verdiente;ADJA;1
verdienten;VVFIN;1
verdoppelte;VVFIN;1
verdorben;VVPP;1
verdrängen;VVINF;1
verdrehend;ADJD;1
verdreht;VVFIN;1
verdreht;VVPP;1
verdunkelnden;ADJA;1
verdunkelte;ADJA;1
verdunkelte;VVFIN;1
Verdunkelungspapier;NN;1
Verdunklung;NN;1
verdutzte;ADJA;1
verdutzten;ADJA;1
verdutzter;ADJA;1
verebbte;VVFIN;1
Verehrers;NN;1
verehrt;VVPP;1
verehrte;ADJA;1
verehrter;ADJA;1
Verehrung;NN;1
vereidigend;ADJD;1
vereinfachte;VVFIN;1
vereinfachten;VVFIN;1
vereinsamte;VVFIN;1
vereinsamten;VVFIN;1
Vereinten;ADJA;1
vereinzelte;ADJA;1
vereist;VVPP;1
vereisten;ADJA;1
verendete;VVFIN;1
verengt;VVPP;1
verengte;ADJA;1
verengten;VVFIN;1
Verfahren;NN;1
verfahrenen;ADJA;1
Verfall;NN;1
verfallend;VVFIN;1
verfallener;ADJA;1
Verfallszeit;NN;1
verfärbt;VVFIN;1
verfärbt;VVPP;1
verfärbten;ADJA;1
verfärbten;VVFIN;1
verfaßtes;ADJA;1
verfehlen;VVFIN;1
verfehlte;VVFIN;1
verfehlter;VVPP;1
verfeiern;ADJD;1
verfeinerten;ADJA;1
verfettetem;ADJA;1
verfetteten;ADJA;1
verfilzte;ADJA;1
verfilzten;ADJA;1
verflogen;VVPP;1
verfluchen;VVINF;1
verflucht;VVPP;1
verfluchte;ADJA;1
verfluchte;VVFIN;1
verfluchten;ADJA;1
verflüchtigen;VVFIN;1
verfocht;VVFIN;1
verfolgten;ADJA;1
verfrühte;ADJA;1
verfügend;ADJD;1
verfugt;VVPP;1
verfügt;VVFIN;1
verfuhr;VVFIN;1
verführende;ADJA;1
verführenden;ADJA;1
Verführens;NN;1
verführerisch;ADJD;1
verführerische;ADJA;1
verführerischen;ADJA;1
verführt;VVFIN;1
verführten;ADJA;1
verführten;VVFIN;1
verfünffachte;VVFIN;1
vergab;VVFIN;1
vergammelte;ADJA;1
vergangen;VVPP;1
vergangene;ADJA;1
vergangener;ADJA;1
vergänglich;ADJD;1
vergeben;VVPP;1
Vergeblich;ADJD;1
vergebliche;ADJA;1
vergeblichen;ADJA;1
vergeistigt;VVPP;1
Vergessen;NN;1
Vergessenswertes;NN;1
vergiftet;VVFIN;1
vergiftetem;ADJA;1
vergifteten;ADJA;1
vergifteter;ADJA;1
vergingen;VVFIN;1
vergiß;VVFIN;1
vergitterten;ADJA;1
verglasende;ADJA;1
verglast;ADJD;1
verglast;VVPP;1
verglasten;VVFIN;1
verglastes;ADJA;1
vergleichbar;ADJD;1
Vergleichen;NN;1
Vergleichen;VVFIN;1
Vergleiches;NN;1
Verglichen;VVPP;1
Vergnügungsdampfer;NN;1
vergoldeten;ADJA;1
vergossen;VVPP;1
vergrämende;ADJA;1
vergrämt;ADJD;1
Vergrämt;VVPP;1
vergrößerte;ADJA;1
vergrößerten;ADJA;1
vergrübelter;ADJA;1
verhaften;VVINF;1
verhaftete;VVFIN;1
verhalfen;VVFIN;1
verhält;VVFIN;1
Verhalten;NN;1
Verhaltens;NN;1
verhängnisvoll;ADJD;1
verhängnisvollen;ADJA;1
Verhängung;NN;1
verhärmten;ADJA;1
verharrenden;ADJA;1
verharrte;VVFIN;1
verhärtet;VVPP;1
verhärteten;ADJA;1
verhaßten;ADJA;1
verheimlichen;VVINF;1
verheirateter;ADJA;1
verheißenden;ADJA;1
verheißender;ADJA;1
verhemmter;ADJA;1
Verherrlichung;NN;1
Verhielt;VVFIN;1
verhießen;VVFIN;1
verhilft;VVFIN;1
verhindernd;ADJD;1
verhinderten;VVFIN;1
verhinderter;ADJA;1
verhöhnen;VVFIN;1
verhöhnte;VVFIN;1
Verhören;NN;1
verhört;VVPP;1
verhüllend;ADJD;1
verhüllt;VVPP;1
verhüllte;VVFIN;1
verhütet;VVPP;1
verinnerlichen;VVINF;1
verirrt;VVPP;1
verirrte;ADJA;1
verirrten;VVFIN;1
verirrtes;ADJA;1
verjüngt;VVFIN;1
verjüngten;VVFIN;1
verkammesöl;VVFIN;1
verkantete;VVFIN;1
verkanteten;ADJA;1
Verkaufen;NN;1
verkäuflichen;ADJA;1
verkäuflicher;ADJA;1
verkaufte;ADJA;1
verkauften;VVFIN;1
Verkehrs;NN;1
Verkehrspolizisten;NN;1
verkehrt;ADJD;1
verkehrten;ADJA;1
verkehrten;VVFIN;1
verklärten;ADJA;1
verkleben;VVINF;1
verklebt;VVPP;1
verklebten;ADJA;1
verkleiden;VVINF;1
verkleidete;ADJA;1
verkleinerte;ADJA;1
verkleinerte;VVFIN;1
verklemmen;VVINF;1
verklemmten;ADJA;1
verklungen;VVPP;1
verknackst;VVPP;1
verknautscht;ADJD;1
verkneifen;VVINF;1
verkniff;VVFIN;1
verkniffen;VVPP;1
verkniffene;ADJA;1
Verkniffenes;NN;1
verknorpelten;ADJA;1
verknotete;ADJA;1
Verknotung;NN;1
verkohlten;ADJA;1
verkommen;VVINF;1
verkommene;ADJA;1
verkommener;ADJD;1
verkommenes;ADJA;1
verkörpert;VVFIN;1
verkörperte;VVFIN;1
verkosten;VVFIN;1
verkostet;VVPP;1
verkrampften;ADJA;1
verkrampften;VVFIN;1
verkriechen;VVINF;1
verkrochen;VVPP;1
verkrümelte;VVFIN;1
verkrüppelt;VVPP;1
verkrüppelten;ADJA;1
Verkrustet;VVPP;1
verkrustetem;ADJA;1
verkrusteten;ADJA;1
verkümmertem;ADJA;1
verkündend;ADJD;1
verkündend;VVFIN;1
verkündet;VVFIN;1
verkündete;ADJA;1
verkündigte;VVFIN;1
Verkündung;NN;1
verkürzen;VVINF;1
verkürzt;VVFIN;1
verkürzt;VVPP;1
verladen;VVPP;1
Verladerampe;NN;1
verlagerten;ADJA;1
verlangende;ADJA;1
verlängern;VVINF;1
verlängert;VVFIN;1
verlangt;VVPP;1
verlangte;ADJA;1
Verlangte;NN;1
verlasse;VVFIN;1
verlassen;VVFIN;1
verlassend;ADJD;1
verlassene;ADJA;1
Verlassene;NN;1
verlassenen;ADJA;1
Verlassenen;NN;1
verlebten;VVFIN;1
verlegene;ADJA;1
verlegenen;ADJA;1
verlegten;VVFIN;1
verleihe;VVFIN;1
verletzen;VVINF;1
verletzend;ADJD;1
verletzender;ADJA;1
verletzte;VVFIN;1
verletzter;ADJA;1
Verletzter;NN;1
Verletzungen;NN;1
verleugnen;VVINF;1
verlieben;VVINF;1
verliebt;ADJD;1
verliebten;ADJA;1
verliefen;VVFIN;1
verlieh;VVFIN;1
verliehen;VVFIN;1
verliere;VVFIN;1
verlieren;VVFIN;1
verlierend;ADJD;1
Verliese;NN;1
Verliesen;NN;1
verlobt;VVPP;1
Verlobt;ADJD;1
verlobte;VVFIN;1
Verlobte;NN;1
Verlobter;NN;1
Verlobungsgeschenk;NN;1
Verlobungszeit;NN;1
verlockenden;ADJA;1
verlogenes;ADJA;1
verloren;PTKVZ;1
Verloren;PTKVZ;1
verlorengegangenen;ADJA;1
verlorengehe;VVFIN;1
verlorengehen;VVINF;1
verlorenging;VVIZU;1
Verlustzahlen;NN;1
vermasseln;VVINF;1
vermauert;VVPP;1
vermehrender;ADJA;1
vermehrten;VVFIN;1
vermeidend;ADJD;1
vermeidend;VVFIN;1
vermeintliche;ADJA;1
vermeintlichen;ADJA;1
vermengte;VVFIN;1
vermessen;VVPP;1
vermiesen;VVINF;1
vermieste;VVFIN;1
vermieten;VVINF;1
Vermieter;NN;1
vermischen;VVINF;1
vermissen;VVINF;1
vermißte;ADJA;1
vermißten;VVFIN;1
vermittelt;VVFIN;1
vermittelt;VVPP;1
vermittelte;ADJA;1
vermittelte;VVFIN;1
Vermittlung;NN;1
vermixen;VVINF;1
vermochten;VVFIN;1
vermögender;ADJA;1
vermute;VVFIN;1
vermuten;VVINF;1
vermutend;ADJD;1
vernachlässigen;VVINF;1
vernachlässigten;ADJA;1
vernachlässigten;VVFIN;1
vernageln;VVINF;1
vernagelten;VVFIN;1
vernehmlich;ADJD;1
verneinen;VVINF;1
verneinte;VVFIN;1
vernichten;VVINF;1
vernichteten;VVFIN;1
vernommen;VVPP;1
Vernunft;NN;1
Vernunftgründen;NN;1
vernünftige;ADJA;1
vernünftiger;ADJD;1
Vernünftigerweise;ADV;1
verordnete;ADJA;1
verordnete;VVFIN;1
verordneten;ADJA;1
verpackt;VVPP;1
verpackten;ADJA;1
Verpackungsmaterial;NN;1
verpassen;VVINF;1
verpaßt;VVPP;1
verpaßte;VVFIN;1
verpatzt;VVPP;1
verpflichten;VVINF;1
verpflichtet;ADJD;1
Verpflichtungen;NN;1
verpfuschte;ADJA;1
verpfuschten;ADJA;1
verplauderten;VVFIN;1
verpulverte;VVFIN;1
verquälten;ADJA;1
verratend;ADJD;1
verratende;ADJA;1
verratenden;ADJA;1
verräterisch;ADJD;1
verräterischem;ADJA;1
verräterischer;ADJA;1
verregnet;ADJD;1
verreiben;VVINF;1
verreisen;VVINF;1
verreiste;VVFIN;1
verriegelte;VVFIN;1
verrostete;ADJA;1
verrosteten;ADJA;1
verrotteten;ADJA;1
verruchte;ADJA;1
Verruchte;NN;1
verrückend;ADJD;1
verrückt;VVPP;1
verrutschen;VVINF;1
verrutschender;ADJA;1
verrutschte;VVFIN;1
verrutschter;ADJA;1
Vers;NN;1
versagen;VVINF;1
Versager;NN;1
versagte;ADJA;1
versah;VVFIN;1
versalzene;ADJA;1
versalzenen;ADJA;1
versammelt;VVPP;1
versammelte;ADJA;1
Versammlungen;NN;1
versandeten;ADJA;1
versaufende;ADJA;1
versäumen;VVINF;1
verschachtelt;VVPP;1
verschaffte;VVFIN;1
Verschalung;NN;1
verscharrt;VVPP;1
verschenken;VVINF;1
verschenkend;ADJD;1
verschenkten;VVFIN;1
verscheuchen;VVINF;1
verschickt;VVFIN;1
verschieben;VVINF;1
verschied;VVFIN;1
verschieden;VVFIN;1
verschiedenartigster;ADJA;1
verschiedenfarbigem;ADJA;1
Verschiedenheit;NN;1
verschiedenste;ADJA;1
verschlafen;VVINF;1
verschlafenem;ADJA;1
Verschlafenen;NN;1
verschlafener;ADJA;1
Verschlafenes;ADJA;1
Verschlag;NN;1
verschlagen;ADJA;1
verschlagen;VVPP;1
verschlagene;ADJA;1
Verschlagenheit;NN;1
verschleierten;ADJA;1
Verschleiß;NN;1
verschließen;VVINF;1
verschließenden;ADJA;1
verschlimmerte;VVFIN;1
verschlingen;VVINF;1
Verschlingen;NN;1
verschloß;VVFIN;1
verschlossen;ADJD;1
verschlossene;ADJA;1
verschlossener;ADJA;1
verschlucken;VVINF;1
verschluckt;VVPP;1
verschluckten;VVFIN;1
verschlüge;VVFIN;1
verschlüsselt;ADJD;1
verschmähend;VVFIN;1
verschmähende;ADJA;1
verschmerzen;VVINF;1
verschmierte;ADJA;1
verschneiten;ADJA;1
verschnörkeltem;ADJA;1
verschnörkelten;ADJA;1
Verschnürung;NN;1
verschonte;VVFIN;1
verschränken;VVINF;1
verschränkt;VVFIN;1
verschränkt;VVPP;1
verschreibe;VVFIN;1
verschriebenen;ADJA;1
verschrottet;VVPP;1
verschüchtert;VVPP;1
verschütteten;ADJA;1
verschütteten;VVFIN;1
verschwenderische;ADJA;1
verschwenderischer;ADJA;1
verschwendete;VVFIN;1
verschwendeten;VVFIN;1
verschwiegen;VVPP;1
verschwiegene;ADJA;1
verschwiegenen;ADJA;1
Verschwiegenheit;NN;1
verschwiegensten;ADJA;1
verschwommenes;ADJA;1
verschwommenes;VVPP;1
Verse;NN;1
versehenen;ADJA;1
Versen;NN;1
versengt;VVFIN;1
versengte;ADJA;1
versenken;VVFIN;1
versenkten;VVFIN;1
Verses;NN;1
versessen;ADJD;1
Versetzarbeiten;NN;1
versetzenden;ADJA;1
versetzender;ADJA;1
versetzt;VVFIN;1
versetzten;VVFIN;1
versetztes;ADJA;1
verseuchte;ADJA;1
versicherten;ADJA;1
Versicherungen;NN;1
Versicherungsgesellschaft;NN;1
Versicherungsgesellschaften;NN;1
Versicherungspaläste;NN;1
versiegelt;VVPP;1
versiegte;VVFIN;1
versierten;ADJA;1
versinnbildlichend;ADJD;1
versinnbildlicht;ADJD;1
versinnbildlichte;ADJA;1
versinnbildlichte;VVFIN;1
versinnbildlichten;VVFIN;1
Version;NN;1
versöhnen;VVINF;1
versöhnlich;ADJD;1
versöhnliche;ADJA;1
Versöhnung;NN;1
versonnen;ADV;1
versorgten;ADJA;1
versorgten;VVFIN;1
verspätet;VVPP;1
verspätete;ADJA;1
verspeiste;VVFIN;1
versperren;VVINF;1
versperrt;VVFIN;1
verspielte;ADJA;1
verspotteten;VVFIN;1
versprechend;ADJD;1
versprechende;ADJA;1
versprochenen;ADJA;1
verspüren;VVINF;1
verständigten;VVFIN;1
verständnislos;ADJD;1
verstarb;VVFIN;1
verstärken;VVINF;1
verstaucht;VVPP;1
verstauchten;ADJA;1
verstaut;VVPP;1
versteckte;ADJA;1
versteh;VVFIN;1
verstehste;VVFIN;1
Versteifung;NN;1
versteinert;ADJD;1
versteinerte;VVFIN;1
verstellen;VVINF;1
verstiegenes;ADJA;1
verstocktesten;ADJA;1
verstopft;VVPP;1
verstopfte;VVFIN;1
verstopften;ADJA;1
Verstorbenen;NN;1
Verstorbener;NN;1
verstörtes;ADJA;1
verstößt;VVFIN;1
verstreuten;ADJA;1
verstrickte;ADJA;1
verstummen;VVINF;1
verstummte;VVFIN;1
Versuchen;VVFIN;1
Versuchers;NN;1
Versuches;NN;1
Versuchsmaterial;NN;1
versuchte;ADJA;1
versuchten;ADJA;1
Versuchungen;NN;1
versunkenen;ADJA;1
versüßt;VVPP;1
versüßtes;ADJA;1
vertändelt;VVPP;1
vertausendfachten;ADJA;1
Verteidigern;NN;1
verteidigt;VVPP;1
Verteidigungsgeschäften;NN;1
Verteidigungszustand;NN;1
verteile;VVFIN;1
verteilen;VVINF;1
verteufelt;VVFIN;1
vertiefte;VVFIN;1
vertieften;ADJA;1
vertiefter;ADJA;1
Vertilgen;NN;1
Verträge;NN;1
vertragen;ADJA;1
vertragen;VVINF;1
vertragend;ADJD;1
vertraglich;ADJD;1
Vertragsbruch;NN;1
vertrank;VVFIN;1
vertrat;VVFIN;1
vertrauliche;ADJA;1
Vertraulichkeit;NN;1
vertraut;VVPP;1
vertraute;VVFIN;1
vertrauten;ADJA;1
Vertrauten;NN;1
vertrauter;ADJA;1
vertrautes;ADJA;1
vertreibt;VVFIN;1
vertretene;ADJA;1
Vertreterposten;NN;1
Vertrieb;NN;1
vertrösten;VVINF;1
verübt;VVPP;1
verübte;VVFIN;1
verunstalten;VVINF;1
verursachen;VVINF;1
verursachte;VVFIN;1
verursachter;ADJA;1
verurteile;VVFIN;1
verurteilen;VVINF;1
verurteilte;VVFIN;1
Verurteilten;NN;1
vervielfältigt;VVPP;1
vervielfältigte;ADJA;1
vervielfältigten;ADJA;1
vervielfältigten;VVFIN;1
verwachsenen;ADJA;1
verwachsener;ADJA;1
verwachsenes;ADJA;1
verwächst;VVFIN;1
verwahren;VVINF;1
verwahrt;VVPP;1
Verwahrung;NN;1
Verwalter;NN;1
Verwaltungslaufbahn;NN;1
verwandelten;ADJA;1
verwandelten;VVFIN;1
verwandt;VVPP;1
Verwandte;NN;1
verwandten;ADJA;1
verwandten;VVFIN;1
Verwandtschaftliche;NN;1
verwaschenen;ADJA;1
verwechseln;VVINF;1
verwechselte;VVFIN;1
Verwechslung;NN;1
Verwegene;NN;1
verwehrte;VVFIN;1
verweile;VVFIN;1
verweilt;VVFIN;1
verweintes;ADJA;1
verwendbaren;ADJA;1
verwendetes;ADJA;1
Verwendungsmöglichkeit;NN;1
verweste;ADJA;1
Verwesung;NN;1
verwickelten;VVFIN;1
verwirren;VVINF;1
verwirrt;ADJD;1
verwirrt;VVFIN;1
verwirrt;VVPP;1
Verwirrt;ADJD;1
verwirrten;VVFIN;1
Verwirrungen;NN;1
verwöhnter;ADJA;1
verwöhntes;ADJA;1
verworfen;VVPP;1
verworren;ADJD;1
verworrene;ADJA;1
verworrenes;ADJA;1
verwundern;VVINF;1
verwundet;VVPP;1
Verwundetenabzeichen;NN;1
Verwundungen;NN;1
verwurzelt;VVPP;1
verwüstenden;ADJA;1
verwüstete;VVFIN;1
verwüsteten;VVFIN;1
verwüstetes;ADJA;1
verzählte;VVFIN;1
verzahnt;VVPP;1
verzauberte;VVFIN;1
verzeichnen;VVINF;1
verzeichneten;VVFIN;1
verzeichnetes;ADJA;1
verzeihe;VVFIN;1
Verzeihen;VVFIN;1
Verzeihn;NE;1
verzeiht;VVFIN;1
verzerren;VVINF;1
verzerrt;VVPP;1
verzerrte;VVFIN;1
verzichte;VVFIN;1
verzichtend;ADJD;1
verzichtend;VVFIN;1
verzichteten;VVFIN;1
verziehen;VVINF;1
verzierte;ADJA;1
verzog;VVFIN;1
verzogen;VVFIN;1
verzogenen;ADJA;1
verzückt;ADJD;1
verzweifeln;VVINF;1
verzweifelte;ADJA;1
verzweifelte;VVPP;1
verzweifelter;ADJA;1
Verzweiflung;NN;1
verzweigtes;ADJA;1
verzwickte;ADJA;1
Vesperandachten;NN;1
Veteranen;NN;1
vibrieren;VVINF;1
Vibrieren;NN;1
vibrierenden;ADJA;1
Vieh;NN;1
Viele;PIS;1
vieles;PIS;1
vielfältigen;ADJA;1
vielfarbige;ADJA;1
vielfenstrige;ADJA;1
vielfingerig;ADJD;1
vielfingrig;VVFIN;1
vielfingrigen;ADJA;1
vielknitterigen;ADJA;1
vielköpfige;ADJA;1
vielköpfigen;ADJA;1
vielseitigen;ADJA;1
vieltürmigen;ADJA;1
vielversprechend;ADJD;1
vielversprechenden;ADJA;1
vielversprechender;ADJA;1
vierbeinig;ADJD;1
vierbeiniges;ADJA;1
viereckigen;ADJA;1
viereinhalb;CARD;1
viereinhalbjähriger;ADJA;1
vierfache;ADJA;1
Vierfruchtmarmelade;NN;1
vierjährigen;ADJA;1
vierjähriger;ADJA;1
vierkant;ADJD;1
Vierkantholz;NN;1
vierkantigen;ADJA;1
viermotorige;ADJA;1
viermotorigen;ADJA;1
vierstellige;ADJA;1
vierstelliges;ADJA;1
Viertelchen;FM;1
Viertelpfundkleckse;NN;1
viertenmal;ADV;1
viertes;ADJA;1
viertletzten;ADJA;1
vierundneunzig;VVFIN;1
vierundvierzig;ADV;1
vierundvierzig;VVFIN;1
Vierundvierzig;NN;1
vierundzwanzig;ADV;1
vierundzwanzigsten;ADJA;1
Vierungen;NN;1
vierzehnhundertdreiundsiebzig;ADV;1
vierzehnjährige;ADJA;1
vierzehnjährigen;ADJA;1
Vierzehnjährigen;NN;1
vierzehnjähriges;ADJA;1
vierzehnte;ADJA;1
Vierzehnte;NN;1
vierzehnten;ADJA;1
Vierzig-Watt-Birne;NN;1
Vierzig-Watt-Glühbirne;NN;1
vierzigtausend;ADJD;1
vierzigtausend;CARD;1
Vikar;NE;1
Viktor;NN;1
Viktoriaschule;NN;1
Vinzentinerinnen;NE;1
Vinzenzhospital;NN;1
violette;ADJA;1
Violinen;NN;1
Violinenmusik;NN;1
Visageschichten;NN;1
Visen;NN;1
visierend;ADJD;1
vitae;NE;1
Vitello-Margarine;NN;1
Vitellos;NE;1
Vittlar;NN;1
Vittlars;NN;1
Vittlarschen;NN;1
Vjazma;NE;1
Vleicht;NN;1
Vogelbauer;NN;1
Vögelchen;NN;1
vogelleicht;ADJD;1
Vögeln;NN;1
Vogelsang;NE;1
Vogelschau;NN;1
Vogelscheuche;NN;1
Vogelstraußpolitik;NN;1
Vogelwelt;NN;1
Vogesen;NE;1
Vöglein;NN;1
Völker;NN;1
Völkerball;NN;1
völkischen;ADJA;1
Volksdeitsche;NN;1
Volksdeutsche;NN;1
Volksgenossen;NN;1
Volksgruppe;NN;1
Volkslieder;NN;1
Volksmund;NN;1
Volksschüler;NN;1
Volksschullehrer;NN;1
Volksschullehrerinnenanblick;NN;1
Volksschullehrerkonferenz;NN;1
Volkssturmleute;NN;1
Volkssturmmänner;NN;1
voll;APPR;1
Voll;ADJD;1
vollauf;ADJD;1
vollaufgedrehte;ADJA;1
Vollbad;NN;1
Vollbart;NN;1
vollbeschäftigten;ADJA;1
vollbrachtest;VVFIN;1
vollbringen;VVINF;1
Volle;NN;1
vollem;ADJA;1
vollendet;ADJD;1
vollendete;ADJA;1
voller;ADJD;1
volles;ADJA;1
vollgepumpt;APPR;1
vollgesogenen;ADJA;1
Vollgöttern;NN;1
Vollkommen;ADJD;1
Vollkommenheit;NN;1
vollkommenste;ADJA;1
Vollmachten;NN;1
vollplastische;ADJA;1
Vollschlanken;NN;1
vollständig;ADJD;1
Vollständig;ADJD;1
vollständige;ADJA;1
Vollständigkeit;NN;1
Vollwaise;NN;1
vollwertige;ADJA;1
vollzählig;ADJD;1
vollzählige;ADJA;1
vollzähliger;ADJA;1
vonne;VVFIN;1
vons;ART;1
vor-;TRUNC;1
voran;ADV;1
vorangegangenen;ADJA;1
voranging;VVFIN;1
Vorarbeiter;NN;1
