Token;POS;n
quasi;ADV;1
Quatsch;NN;1
quattromila;VVFIN;1
Quelle;NN;1
quengeln;VVFIN;1
quengelt;VVFIN;1
quer;ADJD;1
questione;FM;1
quetscht;VVFIN;1
Queues;NN;1
quietschen;VVFIN;1
quietschende;ADJA;1
quietscht;VVFIN;1
Quitten;NN;1
quoll;VVFIN;1
Quotentabellen;NN;1
Raben;NN;1
Rache;NN;1
rächt;VVFIN;1
Rad;NN;1
Radiosender;NN;1
Radkappe;NN;1
raffinierten;ADJA;1
rafiks;ADJA;1
Rafiks;NE;1
ragazzi;FM;1
Rage;NE;1
rainbow;FM;1
Rakete;NN;1
Raketen;NN;1
Rändern;NN;1
rann;VVFIN;1
Ranzen;NN;1
raschelt;VVFIN;1
rasen;VVFIN;1
rasen;VVINF;1
rasend;ADJD;1
rasende;ADJA;1
Rasierschaum;NN;1
rasiert;VVFIN;1
Rasiert;VVPP;1
Rasierwasser;NN;1
raspelten;VVFIN;1
rasplete;ADJA;1
rasseln;VVFIN;1
rasselte;VVFIN;1
raste;VVFIN;1
rasten;VVFIN;1
Raststätte;NN;1
Rasur;NN;1
rät;VVFIN;1
raten;VVINF;1
Rätsel;NN;1
Rätseln;NN;1
ratterte;VVFIN;1
ratterten;VVFIN;1
rau;ADJD;1
rauchbewölkten;ADJA;1
Rauchen;NN;1
rauchten;VVFIN;1
rauen;ADJA;1
raufte;VVFIN;1
räumen;VVFIN;1
raunte;VVFIN;1
Raus;PTKVZ;1
rauschen;VVINF;1
rauscht;VVFIN;1
rausdürfen;VVPP;1
rausgehen;VVINF;1
rausgeworfen;VVPP;1
rauskommen;VVINF;1
rauskommt;PTKVZ;1
rauslasse;PTKVZ;1
räuspere;VVFIN;1
räuspert;VVFIN;1
rausraus;VVFIN;1
rauszuholen;VVFIN;1
Ravels;NE;1
reagieren;VVINF;1
reagierte;VVFIN;1
reaktionär;ADJD;1
Rebell;NN;1
rechnen;VVINF;1
recht;ADV;1
Rechte;NN;1
Rechteck;NN;1
Rechtecke;NN;1
Rechtecken;NN;1
Rechten;NN;1
rechter;ADJA;1
Rechts;ADV;1
rechts-links;ADJD;1
Rechtschreibung;NN;1
rechtsfüßige;ADJA;1
Redeverbot;NN;1
Redner;NN;1
Rednerpult;NN;1
redseliger;ADJD;1
Referate;NN;1
Referent;NN;1
Reflex;NN;1
reformiert;VVPP;1
Regale;NN;1
Regalen;NN;1
regelmäßig;ADJD;1
regen;NN;1
Regen-Drina;NN;1
Regenjacke;NN;1
Regenmäntel;NN;1
regennassen;ADJA;1
Regenrauschen;NN;1
Regenschirm;NN;1
Regenschirme;NN;1
regenschweren;ADJA;1
Regenstücke;NN;1
Regentropfen;NN;1
Regenwolken;NN;1
Regenwurm;NN;1
Regenwürmern;NN;1
regieren;VVFIN;1
Regierung;NN;1
Region;NN;1
Regionalliga;NE;1
Regler;NN;1
regnen;VVINF;1
regnete;VVFIN;1
regt;VVFIN;1
regungslos;ADJD;1
reichen;VVFIN;1
reichern;VVFIN;1
reichlich;ADJD;1
Reicht;VVFIN;1
Reifenliebhaber;NN;1
Reifenschaukel;NN;1
reihten;VVFIN;1
reimzählt;VVFIN;1
rein;ADV;1
reingelassen;VVPP;1
reingetan;VVPP;1
reingewuchtet;VVPP;1
reingezimmert;VVPP;1
reinigt;VVFIN;1
reinmüssen;VVINF;1
reinste;ADJA;1
reinwerfen;VVINF;1
reis-;TRUNC;1
reise;VVFIN;1
Reisebus;NN;1
Reisen;NN;1
Reisetasche;NN;1
Reisig;NN;1
Reißen;NN;1
reißend;ADJD;1
reißenden;ADJA;1
Reißverschlüsse;NN;1
reiten;VVFIN;1
Rekord;NN;1
Rekorde;NN;1
Religion;NN;1
religiös;ADJD;1
renne;VVFIN;1
rennen;VVINF;1
Rennen;NN;1
Renovierung;NN;1
Rente;NN;1
Rentner;NN;1
repariert;VVPP;1
reparierte;VVFIN;1
Repertoire;NN;1
Requisite;NN;1
Reset-Taste;NN;1
Residuum;NN;1
restauriert;VVPP;1
restliche;ADJA;1
Resultate;NN;1
Retter;NN;1
rettete;VVFIN;1
Rettungsversuche;NN;1
Revolution;NN;1
revolutionären;ADJA;1
Revolutionen;NN;1
revolutionieren;VVINF;1
Rhetorik;NN;1
Rheuma;NN;1
Rhythmus;NN;1
richten;VVFIN;1
richtete;VVFIN;1
richteten;VVFIN;1
richtiger;ADJD;1
richtigsten;ADJD;1
rieseln;VVFIN;1
rieselnd;ADJD;1
rieselnde;ADJA;1
Riesen;NN;1
Riesenaugen;NN;1
Riesengarage;NN;1
Riesengarten;NN;1
riesenhaft;ADJD;1
riesenhafte;ADJA;1
Riesenloch;NN;1
Riesenmülleimer;NN;1
Riesenstall;NN;1
Riesenwälzer;NN;1
Riesenzirkel;NN;1
riesiges;ADJA;1
Rijeka;NE;1
Rind;NN;1
Rinder;NN;1
Rinderkot;NN;1
Ring;NN;1
Ringe;NN;1
ringen;VVFIN;1
Rinnsal;NN;1
rinnt;VVFIN;1
Rippenbruch;NN;1
Riss;NN;1
rissig;ADJD;1
rissigen;ADJA;1
Ritchie;NE;1
Rittberger;NE;1
ritze;VVFIN;1
Ritzen;NN;1
ritzte;VVFIN;1
robust;ADJD;1
röchelt;VVFIN;1
rochen;VVFIN;1
Röcke;NN;1
rohes;ADJA;1
Rolex;NN;1
rollen;VVFIN;1
rollen;VVINF;1
rollte;VVFIN;1
rollten;VVFIN;1
Romméspiel;NN;1
Romméspieler;NN;1
Roosters;NE;1
rosafarbenen;ADJA;1
Rosé;NN;1
Rosen;NE;1
Rosen;NN;1
Rosendreck;NN;1
Rosenstöcke;NN;1
rosiger;ADJA;1
rosten;VVFIN;1
Rot;ADJD;1
rot-schwarz;NE;1
Rot-Schwarz;NE;1
rot-schwarzes;ADJA;1
Rot-Weiß-Essen;NE;1
rot-weiße;ADJA;1
Rot-Weißen;NN;1
Rotes;ADJA;1
rothaarig;ADJD;1
rothaarige;ADJA;1
Rothaut;NN;1
Rotkäppchen;NN;1
rotschwarzen;ADJA;1
rotwangig;ADJD;1
Rotwein;NN;1
rüber;ADV;1
ruchlos;ADJD;1
Ruck;NN;1
Ruckartig;ADJD;1
rücken;VVFIN;1
rückgängig;ADJD;1
Rückgrat;NN;1
Rückkehrer;NN;1
Rückkopplung;NN;1
Rücksicht;NN;1
Rückspiegel;NN;1
Rückzug;NN;1
Rudel;NN;1
ruf;KOUS;1
Ruf;NN;1
rufen;VVFIN;1
Rufen;NN;1
Rufst;VVFIN;1
Ruh;NE;1
Ruh;NN;1
ruhmreichen;ADJA;1
rührenden;ADJA;1
Ruhrgebiet;NE;1
rührseligen;ADJA;1
rührten;VVFIN;1
ruhten;VVFIN;1
Ruine;NN;1
Rumoren;NN;1
rumorten;VVFIN;1
rümpfte;VVFIN;1
rund;ADJD;1
runder;ADJA;1
runtermussten;ADJA;1
runzelt;VVFIN;1
rupfte;VVFIN;1
rutschenden;ADJA;1
rutschten;VVFIN;1
Rütteln;NN;1
rüttelte;VVFIN;1
s;NN;1
S;XY;1
Saal;NN;1
Sabber;NN;1
sachlich;ADJD;1
Säcke;NN;1
Safet;NE;1
Saft;NN;1
Sag;KOUS;1
Sag;NE;1
Sag;VVIMP;1
Sage;VVFIN;1
Sagen;VVFIN;1
SAGEN;NN;1
Saison;NN;1
Saite;NN;1
Sakić;NE;1
Sakkos;NN;1
Salat;NN;1
Salchow;NE;1
Salven;NN;1
Salzstreuers;NN;1
salzt;VVFIN;1
Samen;NN;1
sammelten;VVFIN;1
sammle;VVFIN;1
samo;FM;1
Samttuch;NN;1
Sand;NN;1
Sandale;NN;1
Sandsäcken;NN;1
sanft;ADJD;1
Sanft;ADJD;1
Sanftmut;NN;1
sangen;VVFIN;1
Sängerin;NN;1
Sarajevos;NE;1
Sarg;NE;1
Sarges;NN;1
Sargträger;NN;1
sät;VVFIN;1
säte;VVFIN;1
Satellitenschüssel;NN;1
Sattel;NN;1
sattgrüner;ADJA;1
Sätzen;NN;1
Sau;NN;1
saubere;ADJA;1
sauberen;ADJA;1
Säuberung;NN;1
sauer;ADJD;1
Sauergurken;NN;1
Sauerkirsche;NN;1
Sauerkraut;NN;1
Sauerkrautfässer;NN;1
Sauerkrautfässern;NN;1
Sauerkrautsaft;NN;1
säuerliche;ADJA;1
Sauerteig;NN;1
Saufen;VVINF;1
Säufer;NN;1
sauge;VVFIN;1
Saugen;NN;1
Säugling;NN;1
saugt;VVFIN;1
säumten;VVFIN;1
saure;ADJA;1
Save;NE;1
Savićević;NE;1
šće;XY;1
schaben;VVFIN;1
Schaber;NE;1
schäbig;ADJD;1
schäbige;ADJA;1
schäbigem;ADJA;1
schabt;VVFIN;1
Schach;NE;1
Schach-Matt;NE;1
Schachspiel;NN;1
Schaden;NN;1
Schaf;NE;1
Schäferhund;NE;1
schaffe;VVFIN;1
Schafsfellmantel;NN;1
Schafskäsewasser;NN;1
Schalenreste;NN;1
Schalke;NE;1
schalteten;VVFIN;1
scham;ADJA;1
schämen;VVINF;1
Schamherz;NN;1
schämten;VVFIN;1
schärfer;ADJD;1
scharren;VVFIN;1
schartigen;ADJA;1
schartiger;ADJA;1
schätze;VVFIN;1
schätzen;VVINF;1
schätzt;VVFIN;1
schau;ITJ;1
schauen;VVFIN;1
Schaufenstern;NN;1
Schaufensterrahmen;NN;1
Schaukel;NN;1
schaukelnd;ADJD;1
schaukelten;VVFIN;1
Schauminseln;NN;1
schäumt;VVFIN;1
schaust;VVFIN;1
schaute;VVFIN;1
scheene;ADJA;1
Scheinwerferlicht;NN;1
scheißen;VVFIN;1
Scheißkonzert;NN;1
Scheißkrieg;NN;1
Scheißland;NN;1
scheißmächtige;ADJA;1
scheiterte;VVFIN;1
schelten;VVFIN;1
schenken;VVINF;1
schenkt;VVFIN;1
Scheppern;NN;1
scheppernd;ADJD;1
schert;VVFIN;1
scheuert;VVFIN;1
Scheune;NN;1
scheußlicher;ADJA;1
scheußlicher;ADJD;1
schichten;VVFIN;1
Schichten;NN;1
schicke;VVFIN;1
SCHICKE;VVFIN;1
schickte;VVFIN;1
schickten;VVFIN;1
schiebe;VVFIN;1
Schiedsrichterpfeife;NN;1
schiefe;ADJA;1
schiefer;ADJA;1
schieferblaue;ADJA;1
schielend;ADJD;1
schielten;VVFIN;1
schien;VVFIN;1
schienen;VVFIN;1
Schienen;NN;1
schieß;ADJD;1
schieß;VVFIN;1
Schieß;VVFIN;1
schieße;VVFIN;1
Schießerei;NN;1
schießwütiger;ADJA;1
schiffbrüchigen;ADJA;1
Schildkrötennacken;NN;1
Schilf;NN;1
schimpfen;VVINF;1
Schimpfen;NN;1
Schimpfenden;NN;1
schimpften;VVFIN;1
Schirmen;NN;1
schlachten;VVINF;1
schlachteten;VVFIN;1
Schlachtmesser;NN;1
schlaf;ADJA;1
schlaf;ADV;1
Schläfe;NN;1
schlafend;ADJD;1
Schlafenden;NN;1
Schläfenlocken;NN;1
schlaffen;ADJA;1
Schlafgemach;NN;1
Schlaflosigkeit;NN;1
Schlafposition;NN;1
schläfrigen;ADJA;1
Schlafzimmerspiegel;NN;1
Schlafzimmertür;NN;1
Schlag;NN;1
Schlagartig;ADJD;1
schlagende;ADJA;1
Schläger;NN;1
Schlägerei;NN;1
schlägst;VVFIN;1
Schlaks;NN;1
schlängelte;VVFIN;1
Schlangen;NN;1
schlapp;ADJD;1
Schlauch;NN;1
Schlechtes;NN;1
Schlechteste;NN;1
schleiche;VVFIN;1
schleicht;VVFIN;1
schleifen;VVFIN;1
schleifen;VVINF;1
Schleifen;NN;1
schleift;VVFIN;1
schleifte;VVFIN;1
Schleim;NN;1
schlenderte;VVFIN;1
schlenkernd;ADJD;1
schleppen;VVFIN;1
schleppt;VVFIN;1
schleudere;VVFIN;1
schleudert;VVFIN;1
schlichen;VVFIN;1
schlicht;ADJD;1
schlichten;ADJA;1
Schließlich;ADV;1
schliffen;VVFIN;1
Schlimme;NN;1
Schlimmes;NN;1
schlimmsten;ADJA;1
Schlingen;NN;1
schlingernde;ADJA;1
schlingert;VVFIN;1
Schloss;NN;1
schlotzen;VVFIN;1
Schluchzen;NN;1
schluchzend;ADJD;1
schluchzte;VVFIN;1
schlucke;VVFIN;1
schlucken;VVINF;1
Schlucken;NN;1
schlüpft;VVFIN;1
schlürfen;VVFIN;1
schlürfenschlotzenschmatzen;ADJD;1
schlürft;VVFIN;1
schlürfte;VVFIN;1
Schmach;NN;1
schmächtig;ADJD;1
schmächtigen;ADJA;1
schmaler;ADJA;1
schmales;ADJA;1
schmatzen;VVFIN;1
schmatzt;VVFIN;1
schmecken;VVFIN;1
Schmecken;NN;1
schmeckte;VVFIN;1
schmeicheln;VVFIN;1
schmeichelt;VVFIN;1
schmeichelte;VVFIN;1
schmerzenden;ADJA;1
schmerzerfüllter;ADJA;1
schmerzt;VVFIN;1
schmerzverzerrtem;ADJA;1
schmiege;VVFIN;1
schmieren;VVINF;1
Schmieren;VVFIN;1
Schmiert;VVFIN;1
schmilzt;VVFIN;1
Schminksachen;NN;1
schmuck;ADJD;1
Schmuck;NN;1
schmucken;ADJA;1
Schmücken;VVFIN;1
schmunzelt;VVFIN;1
schmutzig;ADJD;1
schmutzige;ADJA;1
schmutziger;ADJA;1
Schmutziges;NN;1
Schnäbel;NN;1
schnäbeln;VVFIN;1
Schnäbeln;NN;1
Schnakenstichen;NN;1
Schnallen;NN;1
schnallte;VVFIN;1
schnalzte;VVFIN;1
schnapp;VVFIN;1
Schnapsglas;NN;1
Schnapswickel;NN;1
Schnarchen;NN;1
schnarcht;VVFIN;1
schnarchte;VVFIN;1
schnarrte;VVFIN;1
Schnaufen;NN;1
Schnauzen;NN;1
schnauzte;VVFIN;1
schnee;NN;1
Schneebälle;NN;1
Schneefall;NN;1
Schneeschmelze;NN;1
schneeweiß;ADJD;1
schneiden;VVFIN;1
schneider;ADJA;1
Schneiderinnen;NN;1
Schneidezähne;NN;1
schneite;VVFIN;1
schneller;ADJA;1
Schnellste;NN;1
schnellsten;ADJD;1
schnippelte;VVFIN;1
schnippen;VVFIN;1
schnippt;VVFIN;1
schnitzte;VVFIN;1
Schnörkel;NN;1
Schnörkellosigkeit;NN;1
Schnüffler;NN;1
Schnurrbarts;NN;1
schnurrt;VVFIN;1
schnürt;VVFIN;1
Schock;NN;1
Schokoladenbelag;NN;1
Schöne;NN;1
schöneres;ADJA;1
Schöneres;NN;1
Schönes;ADJD;1
Schönreden;NN;1
schönsten;ADJA;1
schönstmögliche;ADJA;1
schöpfen;VVFIN;1
Schöpfer;NN;1
schöpft;VVFIN;1
Schornstein;NN;1
Schornsteine;NN;1
Schoss;NN;1
schrägen;ADJA;1
Schränke;NN;1
Schranken;NN;1
Schränken;NN;1
Schranktüren;NN;1
schraubt;VVFIN;1
Schreck;NN;1
schrecklich;ADJD;1
Schreibe;VVIMP;1
Schreibmaschine;NN;1
Schreibpult;NN;1
schreiendes;ADJA;1
Schrein;NN;1
schreite;VVFIN;1
Schrift;NN;1
Schriftzeichen;NN;1
schrillen;ADJA;1
schriller;ADJA;1
Schrittdistanzen;NN;1
Schritten;NN;1
Schrittstellung;NN;1
schrubbt;VVFIN;1
schrubbte;VVFIN;1
Schtiebel;NN;1
Schublade;NN;1
schubsen;VVINF;1
schüchterner;ADJA;1
schuften;VVINF;1
schuftete;VVFIN;1
Schuh;NN;1
Schuhen;NN;1
Schuhgröße;NN;1
Schuhladen;NN;1
Schuhsohle;NN;1
Schulanfang;NN;1
Schulaufsatz;NN;1
Schulbüchern;NN;1
Schuld;NN;1
schuldbewusst;ADJD;1
Schulden;NN;1
Schuldigen;NN;1
Schuldirektors;NN;1
Schülerschar;NN;1
Schülertraube;NN;1
Schülerzuges;NN;1
Schulfassade;NN;1
Schulhausmeister;NN;1
Schulj;NE;1
Schuljahres;NN;1
Schulkinder;NN;1
Schulnoten;NN;1
Schulparade;NN;1
Schulranzen;NN;1
Schultag;NN;1
Schulterpolstern;NN;1
schultert;VVFIN;1
schulterte;VVFIN;1
Schultheater;NN;1
schunkelten;VVFIN;1
schuppenlosen;ADJA;1
schuppt;VVFIN;1
Schurkentürken;NN;1
Schürze;NN;1
schussbereit;ADJD;1
Schusskraft;NN;1
Schussloch;NN;1
Schusssicher;NN;1
schütteln;VVFIN;1
Schütteln;NN;1
schüttelten;VVFIN;1
schütterem;ADJA;1
schüttete;VVFIN;1
schützen;VVINF;1
Schützen;NN;1
Schützende;NN;1
Schützengräben;NN;1
Schwachen;NN;1
schwacher;ADJA;1
schwächeren;ADJA;1
Schwachkopfs;NN;1
Schwachsinn;NN;1
Schwächsten;NN;1
Schwaden;NN;1
schwanger;ADJD;1
schwangere;ADJA;1
schwangeres;ADJA;1
Schwangerschaft;NN;1
Schwanzfedern;NN;1
schwappte;VVFIN;1
schwärmen;VVINF;1
schwärmt;VVFIN;1
schwarz;PTKVZ;1
Schwarz;PTKVZ;1
schwarz-dunkelgrau-hellgraue;ADJA;1
schwarz-weiß;ADJD;1
schwarz-weiß;NE;1
Schwarz-Weiß;NN;1
Schwarz-Weiß-Bild;NN;1
Schwarz-Weiß-Bilder;NN;1
Schwarz-Weiß-Malerei;NN;1
Schwarzangezogenen;NN;1
Schwarze;ADJA;1
Schwarze;NN;1
schwarzer;ADJA;1
Schwarzes;NN;1
schwarzhaarig;ADJD;1
schwarzhaarige;ADJA;1
schwarzhaariger;ADJA;1
schwarzweißer;ADJA;1
schweben;VVFIN;1
schwebend;ADJD;1
Schweif;NN;1
schweife;VVFIN;1
Schweife;NN;1
schweifen;VVINF;1
schweige;VVFIN;1
Schweigeminute;NN;1
Schweigend;ADJD;1
schweigsam;ADJD;1
schweigsamer;ADJA;1
schweigsamer;ADJD;1
Schweinebauch;NN;1
Schweinefett;NN;1
Schweineherz;NN;1
Schweinekopf;NN;1
Schweineleben;NN;1
Schweinerücken;NN;1
Schweinestall;NN;1
Schweißflecken;NN;1
Schweizer;NN;1
Schweizer-Messer;NN;1
Schwelgereien;NN;1
schwenken;VVFIN;1
schwenkt;VVFIN;1
schwenkte;VVFIN;1
schwerem;ADJA;1
Schweres;NN;1
schwerfällig;ADJD;1
Schwerhöriger;NN;1
Schwermut;NN;1
Schwert;NN;1
Schwertern;NN;1
schwerwiegende;ADJA;1
schwiegen;VVFIN;1
Schwiegersohn;NN;1
Schwiegervaters;NN;1
schwierige;ADJA;1
schwieriges;ADJA;1
schwillt;VVFIN;1
Schwimmbad;NN;1
schwimme;VVFIN;1
schwimmt;VVFIN;1
schwindelig;ADJD;1
schwindlig;ADJD;1
schwingst;VVFIN;1
schwirrten;VVFIN;1
schwitze;VVFIN;1
Schwitzkasten;NN;1
schwitzten;VVFIN;1
schwöre;VVFIN;1
Schwuchtel;NN;1
schwule;ADJA;1
Schwüle;NN;1
Schwung;NN;1
schwungvoll;ADJD;1
Schwur;NN;1
scrolle;VVFIN;1
se;APPRART;1
Seads;NN;1
Sechsachteln;NN;1
sechser;ADJA;1
sechsmal;ADV;1
sechst;VVINF;1
sechste;ADJA;1
sechsundachtzig;CARD;1
sechsundfünfzig;CARD;1
sechsundneunzig;CARD;1
sechsundsechzig;CARD;1
sechsundsiebzig;CARD;1
sechsundvierzig;CARD;1
sechsundzwanzig;CARD;1
sechzigjährige;ADJA;1
sechzigsten;ADJA;1
Seelenheil;NN;1
Sees;NN;1
Segel;NN;1
segelte;VVFIN;1
segnest;VVFIN;1
Sehnsucht;NN;1
sehnsüchtige;ADJA;1
sehnsüchtigen;ADJA;1
Sehr;ADV;1
Sei;VAFIN;1
seicht;ADJD;1
seichter;ADJD;1
Seide;NN;1
Seidenschal;NN;1
seifigen;ADJA;1
Seile;NN;1
sein;VAFIN;1
Seinen;NN;1
seitdem;KOUS;1
Seitdem;PROAV;1
Seitenscheitel;NN;1
Seitenwahl;NN;1
seitwärts;ADJD;1
Sekretär-bester-Freund;NN;1
Sekretäre;NN;1
Šekularac;NE;1
Sekundenzeiger;NN;1
selam;ADJD;1
Selbst;ADV;1
Selbstachtung;NN;1
selbstbewusst;ADJD;1
selbstgemachte;ADJA;1
selbstgemachten;ADJA;1
Selbstgespräche;NN;1
Selbstherrlichen;NN;1
Selbstmord;NN;1
selbstvergessen;ADJD;1
Selbstverwaltungssozialismus;NN;1
Seleš;NE;1
Sellerie;NN;1
Seltenheit;NN;1
Seltsamkeitsskala;NN;1
senke;VVFIN;1
senkten;VVFIN;1
Sensible;ADJA;1
Sensible;NE;1
serbischer;ADJA;1
serbisches;ADJA;1
serbokroatisch;ADJD;1
Serbokroatischlehrer;NN;1
Serbokroatischlehrers;NN;1
Serienkünstler;NN;1
servieren;VVINF;1
serviert;VVFIN;1
Servus;NE;1
Servus;NN;1
Setzen;VVFIN;1
seufzen;VVINF;1
Seufzen;NN;1
sexuelle;ADJA;1
Sheriff;NN;1
shhh;ADJD;1
Sichel;NN;1
sichereren;ADJA;1
Sicherheitsvorkehrung;NN;1
sichern;VVINF;1
sicherte;VVFIN;1
Sichindiehosenmachen;NN;1
sichtbar;ADJD;1
Sichwinden;NN;1
sickert;VVFIN;1
siebenundachtzig;CARD;1
siebenunddreißig;CARD;1
siebenundfünfzig;CARD;1
siebenundneunzig;CARD;1
siebenundsechzig;CARD;1
siebenundsiebzig;CARD;1
siebenundzwanzig;CARD;1
siebt;VVIMP;1
siebte;ADJA;1
siebten;ADJA;1
siebzehn;CARD;1
siebzehnjährige;ADJA;1
Siebziger;NN;1
Siege;NN;1
Siegern;NN;1
Siegerschädel;NN;1
sieghaft;ADJD;1
siegreich;ADJD;1
siegreiche;ADJA;1
Sieh;VVIMP;1
Siehst;VVFIN;1
Signale;NN;1
signalisierte;VVFIN;1
silbern;ADJD;1
silberne;ADJA;1
silbernem;ADJA;1
Silbers;NN;1
Silbertablett;NN;1
silbrigem;ADJA;1
Silvester;NE;1
Simpatiko;NE;1
SIND;VAFIN;1
sindwirmexikaner;ADJA;1
singende;ADJA;1
Singt;VVFIN;1
Sinjorina;NE;1
Sinne;NN;1
sinnvoll;ADJD;1
sinnvollen;ADJA;1
Sirup;NN;1
Sissi;NE;1
Situation;NN;1
Sitze;NN;1
Sitzen;NN;1
Sitzen;VVFIN;1
Sitzreihe;NN;1
skandierten;VVFIN;1
Skizze;NN;1
Slavica;NE;1
Slavkos;NN;1
Sliwowitz;NE;1
Sliwowitzum;NE;1
šljivovice;FM;1
Slowenien;NE;1
sniperallee;ADJA;1
Soccer;NN;1
Socken;NN;1
Sofakissen;NN;1
sog;VVFIN;1
SOGAR;ADV;1
Sohlenstempel;NN;1
Solang;NN;1
Solche;PIAT;1
Soldatenbefehl;NN;1
Soldatenfäuste;NN;1
Soldatenfrage;NN;1
Soldatenköpfe;NN;1
Soldatenstiefel;NN;1
Soldatenstiefeln;NN;1
sollst;VMFIN;1
sollt;VMFIN;1
Sollte;VMFIN;1
solo;FM;1
Somewhere;NE;1
somit;ADV;1
sommer;ADV;1
Sommerabenden;NN;1
Sommerkleidchen;NN;1
sommerliche;ADJA;1
Sommernacht;NN;1
Sommernachtstraum;NN;1
Sommersprossen;NN;1
Sommertag;NN;1
Sommerwiese;NN;1
Sommerwind;NN;1
sonne;VVFIN;1
Sonne;NE;1
Sonnenaufgang;NN;1
Sonnenblumenkerne;NN;1
Sonnenblumensamen;NN;1
Sonnenbrand;NN;1
sonnengebräunt;ADJD;1
Sonnensplittern;NN;1
Sonnenstudio;NN;1
Sonnenuntergang;NN;1
sonnigen;ADJA;1
Sonntagabendwestern;NN;1
Sonntagnachmittag;NN;1
Sonntags;ADV;1
Sonntagsregen;NN;1
sonnten;VVFIN;1
sorge;VVFIN;1
sorgen;VVFIN;1
Sorgenfalten;NN;1
sorgenvollen;ADJA;1
Sorglosigkeit;NN;1
sorgte;VVFIN;1
Sorte;NN;1
Sorten;NN;1
sortiert;VVFIN;1
Soso;NE;1
souveränen;ADJA;1
sowie;KON;1
Sowjetunion;NE;1
sozial;ADJD;1
sozialistisch;ADJD;1
Space;NE;1
Spachtel;NN;1
spähe;VVFIN;1
spähen;VVINF;1
Spahić;NE;1
spähte;VVFIN;1
Špajz;NN;1
Spalier;NN;1
Spänesammler;NN;1
Spange;NN;1
Spangen;NN;1
Spanisches;NN;1
Spann;NN;1
spannen;VVINF;1
Spannender;ADJD;1
spannt;VVFIN;1
Spardose;NN;1
sparten;VVFIN;1
spätabends;VVFIN;1
späten;ADJA;1
Spätsommer;NN;1
spazieren;PTKVZ;1
spazieren;VVFIN;1
Spaziergängen;NN;1
Spaziergänger;NN;1
spazierte;VVFIN;1
Specht;NN;1
Speedy;NE;1
Speisekammer;NN;1
spektakuläre;ADJA;1
sperrangelweit;ADJD;1
Sperrholzplatten;NN;1
Sperrholztische;NN;1
sperrte;VVFIN;1
Spiegeleier;NN;1
Spiegeleiern;NN;1
Spiegelrahmen;NN;1
spiegelt;VVFIN;1
spiel;PIAT;1
spiel;PIS;1
Spielautomaten;NN;1
spielende;ADJA;1
Spielende;NN;1
Spielergebnis;NN;1
Spielerhosen;NN;1
Spielertraube;NN;1
Spielfeldes;NN;1
Spielfilm;NN;1
Spielgeschehen;NN;1
Spielmacher;NN;1
Spielt;VVFIN;1
Spielzeugbesteck;NN;1
spielzeuggroß;ADJD;1
Spieß;NN;1
spieße;VVFIN;1
spießen;VVFIN;1
Spinatfladenbrot;NN;1
spindeldürr;ADJD;1
Spinne;NN;1
Spinnenfrau;NN;1
Spinnenleben;NN;1
Spinnennetz;NN;1
Spinnennetze;NN;1
Spinnentod;NN;1
Spinner;NN;1
spinnst;VVFIN;1
Spinnwebenfäden;NN;1
Spiralen;NN;1
spitzen;VVINF;1
Spitzen;NN;1
Spitzname;NN;1
Splitter;NN;1
Splittern;NN;1
splittert;VVFIN;1
Spoković;NE;1
Sportjacke;NN;1
Sportteil;NN;1
Sportzeitungen;NN;1
Spötter;NN;1
spöttischen;ADJA;1
spöttischer;ADJD;1
spräche;VVFIN;1
Sprachen;NN;1
spreizte;VVFIN;1
sprengen;VVINF;1
sprengt;VVFIN;1
Sprichst;VVFIN;1
sprießen;VVFIN;1
Springer;NN;1
Springers;NN;1
Sprint;NN;1
Sprinter;NN;1
Spritze;NN;1
Spritzen;NN;1
Spritzer;NN;1
spritzte;VVFIN;1
spröden;ADJA;1
Spruch;NN;1
sprühte;VVFIN;1
Sprunghöhe;NN;1
Sprungkraft;NN;1
spucke;VVFIN;1
Spucke;NE;1
spucken;VVINF;1
Spucken;NN;1
spuckte;VVFIN;1
spült;VVFIN;1
spürt;VVFIN;1
srebren;ADJA;1
srebrenica;NE;1
ß;XY;1
st;NE;1
Staatsanwaltschaft;NN;1
Stäbe;NN;1
stach;VVFIN;1
stachelt;VVFIN;1
stadt;NN;1
Stadt-Land-Fluss;NN;1
Stadtarchitektur;NN;1
Stadtsäufer;NN;1
Stadtteil;NN;1
Stafette;NN;1
stählerne;ADJA;1
stählernen;ADJA;1
stakste;VVFIN;1
Ställe;NN;1
Ställen;NN;1
Stallmief;NN;1
stamme;VVFIN;1
Stämme;NN;1
stämmiger;ADJA;1
stampft;VVFIN;1
Stand;NN;1
Standbein;NN;1
Stange;NN;1
stapelte;VVFIN;1
stark;ADJD;1
starken;ADJA;1
stärksten;ADJA;1
Starnberger;ADJA;1
starre;VVFIN;1
starrem;ADJA;1
starrten;VVFIN;1
Stars;NN;1
startet;VVFIN;1
Startnummer;NN;1
Startschuss;NN;1
Stationsvorstehermütze;NN;1
Stationsvorstehers;NN;1
stattfinden;VVINF;1
staubigen;ADJA;1
Staubkörner;NN;1
Staubsaugern;NN;1
staubverklebte;ADJA;1
staudamm;VVFIN;1
Staudamm-Ingenieur;NN;1
stauen;VVFIN;1
Stechen;NN;1
Steckdose;NN;1
stecken;VVINF;1
Stecknadeln;NN;1
